title,abstract,token_count,arxiv_id,category,categories,query_field,published_date,collection_timestamp
Integrability versus chaos in the steady state of many-body open quantum systems,"The Lindblad description of an open quantum system gives rise to two types of
integrability, since the nonequilibrium steady state can be integrable
independently of the Liouvillian. Taking boundary-driven and dephasing spin
chains as a representative example, we discriminate Liouvillian and
steady-state chaos by combining level spacing statistics and an extension of
the eigenstate thermalization hypothesis to open quantum systems. Moreover, we
analyze the structure of the steady states by expanding it in the basis of
Pauli strings and comparing the weight of strings of different lengths. We show
that the natural expectation that integrable steady states are ""simple"" (i.e.,
built from few-body local operators) does not hold: the steady states of both
chaotic and integrable models have relevant contributions coming from Pauli
strings of all possible lengths, including long-range and many-body
interactions. Nevertheless, we show that one can effectively use the
operator-size distribution to distinguish chaotic and integrable steady states.",217,2412.16041v1,cond-mat.stat-mech,"cond-mat.stat-mech,cond-mat.mes-hall,nlin.CD,quant-ph",condensed matter physics,2024-12-20,2024-12-23T21:06:56.226572
Full Parity-Violating Trispectrum in Axion Inflation: Reduction to Low-D Integrals,"Recent measurements of the galaxy 4-Point Correlation Function (4PCF) have
seemingly detected non-zero parity-odd modes at high significance. Since
gravity, the primary driver of galaxy formation and evolution is parity-even,
any parity violation, if genuine, is likely to have been produced by some new
parity-violating mechanism in the early Universe. Here we investigate an
inflationary model with a Chern-Simons interaction between an axion and a
$U(1)$ gauge field, where the axion itself is the inflaton field. Evaluating
the trispectrum (Fourier-space analog of the 4PCF) of the primordial curvature
perturbations is an involved calculation with very high-dimensional loop
integrals. We demonstrate how to simplify these integrals and perform all
angular integrations analytically by reducing the integrals to convolutions and
exploiting the Convolution Theorem. This leaves us with low-dimensional radial
integrals that are much more amenable to efficient numerical evaluation. This
paper is the first in a series in which we will use these results to compute
the full late-time 4PCF for axion inflation, thence enabling constraints from
upcoming 3D spectroscopic surveys such as Dark Energy Spectroscopic Instrument
(DESI), Euclid, or Roman.",277,2412.16037v1,astro-ph.CO,"astro-ph.CO,gr-qc,hep-ph,hep-th",condensed matter physics,2024-12-20,2024-12-23T21:06:56.227568
Cosmological Non-Gaussianity from Neutrino Seesaw,"The neutrino mass generation via conventional seesaw mechanism is realized at
high scales around $O(10^{14})$GeV and probing new physics of the seesaw scale
poses a great challenge. A striking fact is that the neutrino seesaw scale is
typically around the cosmological inflation scale. In this work, we propose a
framework incorporating inflation and neutrino seesaw in which the inflaton
primarily decays into right-handed neutrinos after inflation. This decay
process is governed by the inflaton interaction with the right-handed neutrinos
that respects the shift symmetry. Under the neutrino seesaw mechanism,
fluctuations of the Higgs field can modulate the inflaton decays, contributing
to the curvature perturbation. We investigate the induced non-Gaussian
signatures and demonstrate that such signatures provides an important means to
probe the high-scale neutrino seesaw mechanism.",194,2412.16033v1,hep-ph,"hep-ph,astro-ph.CO,hep-th",condensed matter physics,2024-12-20,2024-12-23T21:06:56.227568
Non-stationary Aharonov-Bohm effect,"The non-stationary Aharonov-Bohm effect (scattering of electron in the field
of a narrow solenoid with alternating current) is considered. Using the eikonal
approximation, the wave function of electron, the differential and total
scattering cross sections are found. Unlike the case of direct current, the
total cross section in the case of alternating current turns out to be finite.
An oscillating asymmetry in the differential scattering cross section is
discovered. The possibility of experimental observation of the effect is
discussed.",107,2412.16030v1,physics.atom-ph,physics.atom-ph,condensed matter physics,2024-12-20,2024-12-23T21:06:56.227568
CoCoGaussian: Leveraging Circle of Confusion for Gaussian Splatting from Defocused Images,"3D Gaussian Splatting (3DGS) has attracted significant attention for its
high-quality novel view rendering, inspiring research to address real-world
challenges. While conventional methods depend on sharp images for accurate
scene reconstruction, real-world scenarios are often affected by defocus blur
due to finite depth of field, making it essential to account for realistic 3D
scene representation. In this study, we propose CoCoGaussian, a Circle of
Confusion-aware Gaussian Splatting that enables precise 3D scene representation
using only defocused images. CoCoGaussian addresses the challenge of defocus
blur by modeling the Circle of Confusion (CoC) through a physically grounded
approach based on the principles of photographic defocus. Exploiting 3D
Gaussians, we compute the CoC diameter from depth and learnable aperture
information, generating multiple Gaussians to precisely capture the CoC shape.
Furthermore, we introduce a learnable scaling factor to enhance robustness and
provide more flexibility in handling unreliable depth in scenes with reflective
or refractive surfaces. Experiments on both synthetic and real-world datasets
demonstrate that CoCoGaussian achieves state-of-the-art performance across
multiple benchmarks.",246,2412.16028v1,cs.CV,cs.CV,condensed matter physics,2024-12-20,2024-12-23T21:06:56.229069
Entropy maximizers for kinetic wave equations set on tori,"We consider the kinetic wave equation, or phonon Boltzmann equation, set on
the torus (physical system set on the lattice). We describe entropy maximizers
for fixed mass and energy; our framework is very general, being valid in any
dimension, for any dispersion relation, and even including the quantum kinetic
wave equation. Of particular interest is the presence of condensation in
certain regimes which we characterize.",89,2412.16026v1,math.AP,"math.AP,math-ph,math.MP",condensed matter physics,2024-12-20,2024-12-23T21:06:56.229069
Role of the ratio of tangential to normal stiffness coefficient on the behaviour of vibrofluidised particles,"The selection of parameters in the contact law for inter-particle
interactions affects the results of simulations of flowing granular materials.
The present study aims to understand the effect of the ratio of tangential to
normal spring stiffness coefficient ($\kappa$) on inter-particle contact
behaviour in terms of the rotational coefficient of restitution determined
using data obtained from multi-particle simulations. The effect of $\kappa$ on
the profiles of the micro- and macroscopic properties of particles in a
vibrofluidised bed is also investigated. The Discrete Element Method (DEM) is
used to simulate a vertically vibrated fluidised bed using the open-source
software LAMMPS. The inter-particle and wall-particle contact forces are
determined using the linear spring-dashpot (LSD) model. The distribution of the
mean co-ordination number, force during the contact, contact regimes, and
rotational coefficient of restitution are determined from the data obtained
from simulations. It was shown that $\kappa$ plays a significant role in the
distribution of inter-particle contacts between different regimes and, thereby,
the velocity distribution and profiles of statistically averaged properties of
the vibrofluidised particles. Our results show that for particles with surface
friction coefficient $\mu>0.1$, the commonly used value $\kappa=\frac{2}{7}$
results in quantitatively different results from those obtained using $0.67 \le
\kappa < 1$, a range consistent with the realistic values of Poisson ratios for
simple materials.",315,2412.16133v1,cond-mat.soft,cond-mat.soft,materials chemistry,2024-12-20,2024-12-23T21:06:56.987621
Determination of the Magnetic Structure of Spin Glass Compound $\text{Zn}_{0.5}\text{Mn}_{0.5}\text{Te}$ Using Real-Space Methods,"We present a combined magnetometry, muon spin relaxation ($\mu$SR), and
neutron scattering study of the insulating spin glass Zn$_{0.5}$Mn$_{0.5}$Te,
for which magnetic Mn$^{2+}$ and nonmagnetic Zn$^{2+}$ ions are randomly
distributed on a face-centered cubic lattice. Using magnetic pair distribution
function (mPDF) analysis and reverse Monte Carlo (RMC) modeling of the diffuse
magnetic scattering, we show that the spin-glass ground state exhibits
short-range type-III antiferromagnetic order with a locally ordered moment of
3.4 $\mu_{\mathrm{B}}$ between nearest-neighbor spins, which decays as a
function of spin separation distance with a correlation length of approximately
5 {\AA}. The diffuse magnetic scattering and corresponding mPDF show no
significant changes across the spin-glass freezing temperature $T_f = 22$ K,
indicating that the dynamically fluctuating short-range spin correlations in
the paramagnetic state retain the same basic type-III configuration that
characterizes the spin-glass state; the only change apparent from the neutron
scattering data is a gradual reduction of the correlation length and locally
ordered moment with increasing temperature. The $\mu$SR results demonstrate
that fluctuation rate of the short-range spin correlations decreases gradually
and somewhat inhomogeneously through the sample volume as the temperature
decreases toward $T_f$. Taken together, these results provide a unique and
detailed picture of the local magnetic structure and dynamics in a concentrated
spin glass. In addition, this work showcases a new statistical method for
extracting diffuse scattering signals from neutron powder diffraction data,
which we developed to facilitate the mPDF and RMC analysis of the neutron data.
This method has the potential to be broadly useful for neutron powder
diffraction experiments on a variety of materials with short-range atomic or
magnetic order.",418,2412.16130v1,cond-mat.mtrl-sci,cond-mat.mtrl-sci,materials chemistry,2024-12-20,2024-12-23T21:06:56.989616
Demystifying the Potential of ChatGPT-4 Vision for Construction Progress Monitoring,"The integration of Large Vision-Language Models (LVLMs) such as OpenAI's
GPT-4 Vision into various sectors has marked a significant evolution in the
field of artificial intelligence, particularly in the analysis and
interpretation of visual data. This paper explores the practical application of
GPT-4 Vision in the construction industry, focusing on its capabilities in
monitoring and tracking the progress of construction projects. Utilizing
high-resolution aerial imagery of construction sites, the study examines how
GPT-4 Vision performs detailed scene analysis and tracks developmental changes
over time. The findings demonstrate that while GPT-4 Vision is proficient in
identifying construction stages, materials, and machinery, it faces challenges
with precise object localization and segmentation. Despite these limitations,
the potential for future advancements in this technology is considerable. This
research not only highlights the current state and opportunities of using LVLMs
in construction but also discusses future directions for enhancing the model's
utility through domain-specific training and integration with other computer
vision techniques and digital twins.",209,2412.16108v1,cs.CV,"cs.CV,cs.AI",materials chemistry,2024-12-20,2024-12-23T21:06:56.989616
Local structure and phonon states mediated by intercalation-driven doping in superconducting $Li_{1.0}(C_5H_5N)_yFe_{2-z}Se_2$,"Intercalation of two-dimensional (2D) iron chalcogenides with molecular
species requires disentangling electronic and structural contributions to
understand the puzzling limit to superconducting transition temperature ($T_c$)
at the frontier of long interlayer separations. Here, synchrotron X-ray
absorption spectroscopy (XAS) at the Se K-edge sheds light on the impact of
carrier-doping on the local structure of the high-$T_c$ (~39 K)
$Li_{1.0}(C_5H_5N)_yFe_{2-z}Se_2$ phase. This material is derived by annealing
the structurally related as-made derivative ($T_c$~ 44 K), with layers being
primed apart by [alkali-molecule] guests. Metrics, such as, a reduced filling
of Se $4p$ orbitals and shorter Fe-Se bonds in the annealed phase, corroborate
to a lower electron doping level with respect to the as-made one. Analysis of
the metal-ligand thermal motion, based on the correlated Debye model, further
relates the higher $T_c$ intercalates with the softening of the local Fe-Se
bond. Beyond electronic effects, intercalation brings forth host-guest
interactions that mediate the dynamics of the bulk crystal structure. For this,
neutron time-of-flight spectroscopy on the annealed derivative, corroborates to
the Se-Fe-Se layer being sensitive to chemical pressure effects imposed by the
confined organic guests. This reflects in the phonon density of states, where
harder low-energy transverse acoustic matrix phonons and molecular vibrations
are witnessed, with respect to the pristine inorganic ($\beta$-FeSe) and
organic ($C_5D_5N$) counterparts. On cooling through $T_c$, these excitations
arrive without a collective magnetic-resonance mode - essential in
unconventional, spin-mediated mechanisms - enquiring about deviations from
optimal doping. The work highlights that when the Fe-square planes are tuned
far apart, carrier-doping leveraged by intercalation plays a key role in the
$T_c$ parametrization.",474,2412.16103v1,cond-mat.supr-con,"cond-mat.supr-con,cond-mat.mtrl-sci,cond-mat.str-el",materials chemistry,2024-12-20,2024-12-23T21:06:56.991610
Benchmarking stochasticity behind reproducibility: denoising strategies in Ta$_2$O$_5$ memristors,"Reproducibility, endurance, driftless data retention, and fine resolution of
the programmable conductance weights are key technological requirements against
memristive artificial synapses in neural network applications. However, the
inherent fluctuations in the active volume impose severe constraints on the
weight resolution. In order to understand and push these limits, a
comprehensive noise benchmarking and noise reduction protocol is introduced.
Our approach goes beyond the measurement of steady-state readout noise levels
and tracks the voltage-dependent noise characteristics all along the resistive
switching $I(V)$ curves. Furthermore, we investigate the tunability of the
noise level by dedicated voltage cycling schemes in our filamentary Ta$_2$O$_5$
memristors. This analysis highlights a broad, order-of-magnitude variability of
the possible noise levels behind seemingly reproducible switching cycles. Our
nonlinear noise spectroscopy measurements identify a subthreshold voltage
region with voltage-boosted fluctuations. This voltage range enables the
reconfiguration of the fluctuators without resistive switching, yielding a
highly denoised state within a few subthreshold cycles.",235,2412.16080v1,cond-mat.mes-hall,"cond-mat.mes-hall,cond-mat.mtrl-sci",materials chemistry,2024-12-20,2024-12-23T21:06:56.991610
A Bayesian prevalence-incidence mixture model for screening outcomes with misclassification,"We propose BayesPIM, a Bayesian prevalence-incidence mixture model for
estimating time- and covariate-dependent disease incidence from screening and
surveillance data. The method is particularly suited to settings where some
individuals may have the disease at baseline, baseline tests may be missing or
incomplete, and the screening test has imperfect sensitivity. Building on the
existing PIMixture framework, which assumes perfect sensitivity, BayesPIM
accommodates uncertain test accuracy by incorporating informative priors. By
including covariates, the model can quantify heterogeneity in disease risk,
thereby informing personalized screening strategies. We motivate the model
using data from high-risk familial colorectal cancer (CRC) surveillance through
colonoscopy, where adenomas - precursors of CRC - may already be present at
baseline and remain undetected due to imperfect test sensitivity. We show that
conditioning incidence and prevalence estimates on covariates explains
substantial heterogeneity in adenoma risk. Using a Metropolis-within-Gibbs
sampler and data augmentation, BayesPIM robustly recovers incidence times while
handling latent prevalence. Informative priors on the test sensitivity
stabilize estimation and mitigate non-convergence issues. Model fit can be
assessed using information criteria and validated against a non-parametric
estimator. In this way, BayesPIM enhances estimation accuracy and supports the
development of more effective, patient-centered screening policies.",308,2412.16065v1,stat.ME,"stat.ME,stat.CO,62N02",materials chemistry,2024-12-20,2024-12-23T21:06:56.992609
A two-dimensional 10-qubit array in germanium with robust and localised qubit control,"Quantum computers require the systematic operation of qubits with high
fidelity. For holes in germanium, the spin-orbit interaction allows for
\textit{in situ} electric fast and high-fidelity qubit gates. However, the
interaction also causes a large qubit variability due to strong g-tensor
anisotropy and dependence on the environment. Here, we leverage advances in
material growth, device fabrication, and qubit control to realise a
two-dimensional 10-spin qubit array, with qubits coupled up to four neighbours
that can be controlled with high fidelity. By exploring the large parameter
space of gate voltages and quantum dot occupancies, we demonstrate that plunger
gate driving in the three-hole occupation enhances electric-dipole spin
resonance (EDSR), creating a highly localised qubit drive. Our findings,
confirmed with analytical and numerical models, highlight the crucial role of
intradot Coulomb interaction and magnetic field direction. Furthermore, the
ability to engineer qubits for robust control is a key asset for further
scaling.",219,2412.16044v1,cond-mat.mes-hall,"cond-mat.mes-hall,quant-ph",materials chemistry,2024-12-20,2024-12-23T21:06:56.993606
Integral representation for a relaxed optimal design problem for non-simple grade two materials,"A measure representation result for a functional modelling optimal design
problems for plastic deformations, under linear growth conditions, is obtained.
  Departing from an energy with a bulk term depending on the second gradient,
as well as a perimeter term, the functional in question corresponds to the
relaxation of this energy with respect to a pair $(\chi,u)$, where $\chi$ is
the characteristic function of a set of finite perimeter and $u$ is a function
of bounded hessian.",99,2412.16027v1,math.AP,"math.AP,math.OC,49J45, 49Q20, 26B25",materials chemistry,2024-12-20,2024-12-23T21:06:56.994603
QUANTUM ESPRESSO implementation of the RPA-based functional,"We detail our implementation of the random-phase-approximation based
functional (RPAF) derived in our previous publication [Phys. Rev. B 110, 195151
(2024)] for the QUANTUM ESPRESSO (QE) package. We also make available the
source files required in order to apply this functional within QE. We also
provide the corresponding RPAF projector augmented wave (PAW) and ultrasolf
pseudopotentials for most elements. Lastly, we benchmark the performance of the
RPAF by calculating the equilibrium lattice constant and bulk modulus of a set
of the same 60 crystals used by other authors to benchmark other functionals
for both PAW and ultrasoft pseudopotentials. We find that the RPAF performs
better overall as compared to the other most popular functionals.",170,2412.16017v1,cond-mat.mtrl-sci,"cond-mat.mtrl-sci,cond-mat.str-el",materials chemistry,2024-12-20,2024-12-23T21:06:56.994603
Single-shot all-optical magnetization switching in in-plane magnetized magnetic tunnel junction,"Single pulse All Optical Helicity-Independent Switching is demonstrated in an
in-plane magnetized magnetic tunnel junction. A toggle switching of the 2nm
thick Co40Fe40B20 soft layer could be achieved by exchange coupling the
Co40Fe40B20 with a 10nm thick Co85Gd15 layer monitored by measuring the Tunnel
magneto resistance of the device. The use of in plane magnetized electrodes
relaxes the constrains linked to perpendicular magnetic anisotropy systems
while achieving a tunneling magnetoresistance (TMR) ratio exceeding 100%. The
influence of the upper electrical electrode, which is opaque to the laser beam
in this study, is also discussed.",146,2412.16005v1,cond-mat.mtrl-sci,"cond-mat.mtrl-sci,cond-mat.mes-hall",materials chemistry,2024-12-20,2024-12-23T21:06:56.995601
Feedback Regulated Opto-Mechanical Soft Robotic Actuators,"Natural organisms can convert environmental stimuli into sensory feedback to
regulate their body and realize active adaptivity. However, realizing such a
feedback-regulation mechanism in synthetic material systems remains a grand
challenge. It is believed that achieving complex feedback mechanisms in
responsive materials will pave the way toward autonomous, intelligent structure
and actuation without complex electronics. Inspired by living systems, we
report a general principle to design and construct such feedback loops in
light-responsive materials. Specifically, we design a baffle-actuator mechanism
to incorporate programmed feedback into the opto-mechanical responsiveness. By
simply addressing the baffle position with respect to the incident light beam,
positive and negative feedback are programmed. We demonstrate the
transformation of a light-bending strip into a switcher, where the intensity of
light determines the energy barrier under positive feedback, realizing
multi-stable shape-morphing. By leveraging the negative feedback and associated
homeostasis, we demonstrate two soft robots, i.e., a locomotor and a swimmer.
Furthermore, we unveil the ubiquity of feedback in light-responsive materials,
which provides new insight into self-regulated robotic matters.",236,2412.15990v1,cs.RO,"cs.RO,cond-mat.mtrl-sci",materials chemistry,2024-12-20,2024-12-23T21:06:56.995601
Identifying and quantifying Su-Schrieffer-Heeger-like interactions with RIXS,"Su-Schrieffer-Heeger (SSH)-like electron-phonon (e-ph) interactions can drive
the formation of light (bi)polarons and several novel states of matter. It is,
therefore, prudent to develop experimental protocols for identifying such
couplings in real materials and quantifying their strength. Here, we
investigate how resonant inelastic x-ray scattering (RIXS) probes e-ph
interactions in the one-dimensional half-filled Hubbard-SSH model with onsite
phonons. Using the density matrix renormalization group method, we compute the
full RIXS response and find that the lattice excitations generated during the
scattering process inevitably couple to the system's charge and magnetic
sectors, resulting in combined multi-particle excitations that cannot be easily
disentangled from one another. While this aspect complicates the interpretation
of RIXS experiments, we outline how it can be leveraged to identify and
quantify SSH-like interactions in quantum materials.",220,2412.15981v1,cond-mat.str-el,cond-mat.str-el,materials chemistry,2024-12-20,2024-12-23T21:06:56.996598
Extraordinary oxidation behavior of W-Zr thin-film metallic glasses: A route for tailoring functional properties of W-Zr-O films,"The oxidation behavior of W-Zr thin-film metallic glasses (TFMGs) with 32, 48
and 61 at.% Zr, prepared by dc magnetron co-sputtering, was comprehensively
studied after annealing in synthetic air. The study focuses on the effect of
the annealing temperature (up to 600{\deg}C) on the oxidation process, oxygen
saturation, structure evolution, and their subsequent impact on electrical,
optical and mechanical properties. The findings reveal that controlled
oxidation transforms W-Zr TFMGs into amorphous ceramic W-Zr-O films with
substoichiometric compositions. This is a consequence of an oxidation process
that does not proceed through the formation of a stoichiometric oxide layer on
the surface of W-Zr TFMGs, acting as a diffusion barrier against fast
oxidation, but leads to a gradual incorporation of oxygen across the film
volume due to thermodynamics factors. Higher Zr content accelerates the oxygen
incorporation and its depth uniformity in the films. As a result, the
mechanical properties are significantly enhanced achieving hardness values of
up to 17.5 GPa at approximately 50% oxygen saturation. Simultaneously, the
electrical and optical properties are finely tuned with the resistivity and the
extinction coefficient (measured at 550 nm) ranging from 1.7 to 95.7x10-4
Ohm.cm and 0.28 to 1.06, respectively.",297,2412.15943v1,cond-mat.mtrl-sci,cond-mat.mtrl-sci,materials chemistry,2024-12-20,2024-12-23T21:06:56.997595
Dynamic heterogeneity in the self-induced spin glass state of elemental neodymium,"Spin glasses are magnetic materials exhibiting numerous magnetization
patterns, that randomly vary both in real space and in time. To date, it is
still not well understood what the nature of these spatiotemporal dynamics is,
namely if they are completely random or if there are links between given time
and length scales. Here we show the ubiquitous behavior of dynamic
heterogeneity in the self-induced spin glass state of elemental neodymium. We
used spin-polarized scanning tunneling microscopy in combination with atomistic
spin dynamics simulations to image the locally ordered magnetic patterns in the
glass state, and tracked the induced spatiotemporal dynamics in response to
external perturbations. We observed that the real space magnetization exhibited
a coexistence of slow and fast dynamics reminiscent of dynamic heterogeneity in
structural glasses. Furthermore, we found that zero-field cooling imprints a
specific set of metastable periodicities into the spin glass, which evolved
during aging and could be thermally reinitialized. These results demonstrate
the importance of local length scales for the understanding of aging dynamics
in spin glasses and provide a link to the more general picture of true glasses.",240,2412.15916v1,cond-mat.mtrl-sci,"cond-mat.mtrl-sci,cond-mat.dis-nn,cond-mat.mes-hall",materials chemistry,2024-12-20,2024-12-23T21:06:56.997595
Topological junctions for one-dimensional systems,"We study and classify the emergence of protected edge modes at the junction
of one-dimensional materials. Using symmetries of Lagrangian planes in boundary
symplectic spaces, we present a novel proof of the periodic table of
topological insulators in one dimension. We show that edge modes necessarily
arise at the junction of two materials having different topological indices.
Our approach provides a systematic framework for understanding
symmetry-protected modes in one-dimension. It does not rely on periodic nor
ergodicity and covers a wide range of operators which includes both continuous
and discrete models.",117,2412.15887v1,math-ph,"math-ph,cond-mat.mtrl-sci,math.MP,34L40, 34B09, 53D12,",materials chemistry,2024-12-20,2024-12-23T21:06:56.998592
Direct measurement of the local electrocaloric effect in 2D ferroelectric In${}_2$Se${}_3$ by Scanning Electrocaloric Thermometry,"The electrocaloric effect refers to the temperature change in a material when
an electric field is applied or removed. Significant breakthroughs revealed its
potential for solid-state cooling technologies in past decades. These devices
offer a sustainable alternative to traditional vapor compression refrigeration,
with advantages such as compactness, silent operation, and the absence of
moving parts or refrigerants.
  Electrocaloric effects are typically studied using indirect methods using
polarization data, and which suffer from inaccuracies related to assumptions
about heat capacity. Direct methods, although more precise, require device
fabrication and face challenges in studying meso- or nanoscale systems, like 2D
materials, and materials with non-uniform polarization textures where high
spatial resolution is required.
  In this study, a novel technique, Scanning Electrocaloric Thermometry, is
introduced for characterizing the local electrocaloric effect in nanomaterials.
This approach achieves high spatial resolution by locally applying electric
fields and by simultaneously measuring the resulting temperature change. By
employing AC excitation, the measurement sensitivity is further enhanced and
the electrocaloric effect is disentangled from other heating mechanisms such as
Joule heating and dielectric losses. The effectiveness of the method is
demonstrated by examining electrocaloric and heat dissipation phenomena in
two-dimensional In${}_2$Se${}_3$ micrometer-sized flakes.",288,2412.15884v1,cond-mat.mes-hall,"cond-mat.mes-hall,cond-mat.mtrl-sci",materials chemistry,2024-12-20,2024-12-23T21:06:56.998592
Observation of distorted tilted conical phase at the surface of a bulk chiral magnet with resonant elastic x-ray scattering,"We report on various magnetic configurations including spirals and skyrmions
at the surface of the magnetic insulator Cu$_2$OSeO$_3$ at low temperatures
with a magnetic field applied along <100> using resonant elastic X-ray
scattering (REXS). We observe a well-ordered surface state referred to as a
distorted tilted conical spiral (TC) phase over a wide range of magnetic
fields. The distorted TC phase shows characteristic higher harmonic magnetic
satellites in the REXS reciprocal space maps. Skyrmions emerge following static
magnetic field cycling and appear to coexist with the distorted TC phase. Our
results indicate that this phase represents a distinct and stable surface state
that does not disappear with field cycling and persists until the field
strength is increased sufficiently to create the field-polarized state.",166,2412.15882v1,cond-mat.str-el,"cond-mat.str-el,cond-mat.mtrl-sci",materials chemistry,2024-12-20,2024-12-23T21:06:56.999590
Controlled polymorphic competition -- a path to tough and hard ceramics,"From nanoscale devices including sensors, electronics, or biocompatible
coatings to macroscale structural, automotive or aerospace components,
fundamental understanding of plasticity and fracture can guide the realization
of materials that ensure safe and durable performance. Identifying the role of
atomic-scale plasticity is crucial, especially for applications relying on
brittle ceramics. Here, stress-intensity-controlled atomistic simulations of
fracture in cubic Ti$_{1-x}$Al$_{x}$N model systems demonstrate how
$\overset{\lower.5em\circ}{\mathrm{A}}$-scale plasticity - manifested as
lattice distortions, phase transformation, nucleation and emission of
dislocations - substantially affects the macroscale fracture toughness
(K$_{Ic}$) and fracture strength (${\sigma}$$_{f}$) of brittle ceramics. The
extent of plastic deformation in Ti$_{1-x}$Al$_{x}$N increases monotonically
with the Al content (x), due to a corresponding decrease in cubic $\rightarrow$
hexagonal polymorph transition energy. Overall, plasticity positively affects
the mechanical properties, resulting in optimal combinations of strength and
toughness for x~0.6. However, for x exceeding ~0.7, the benefits of plasticity
diminish. The initial rise followed by a decline in K$_{Ic}$(x) and
${\sigma}$$_{f}$(x) is explained based on the interplay between phase
transformation and tensile cleavage on the easiest fracture plane. The results
highlight the impact of atomic-scale plasticity on observable properties and
point to strategies for toughening ceramics through control of polymorph
competition.",382,2412.15874v1,cond-mat.mtrl-sci,cond-mat.mtrl-sci,materials chemistry,2024-12-20,2024-12-23T21:06:57.000587
IRGS: Inter-Reflective Gaussian Splatting with 2D Gaussian Ray Tracing,"In inverse rendering, accurately modeling visibility and indirect radiance
for incident light is essential for capturing secondary effects. Due to the
absence of a powerful Gaussian ray tracer, previous 3DGS-based methods have
either adopted a simplified rendering equation or used learnable parameters to
approximate incident light, resulting in inaccurate material and lighting
estimations. To this end, we introduce inter-reflective Gaussian splatting
(IRGS) for inverse rendering. To capture inter-reflection, we apply the full
rendering equation without simplification and compute incident radiance on the
fly using the proposed differentiable 2D Gaussian ray tracing. Additionally, we
present an efficient optimization scheme to handle the computational demands of
Monte Carlo sampling for rendering equation evaluation. Furthermore, we
introduce a novel strategy for querying the indirect radiance of incident light
when relighting the optimized scenes. Extensive experiments on multiple
standard benchmarks validate the effectiveness of IRGS, demonstrating its
capability to accurately model complex inter-reflection effects.",207,2412.15867v1,cs.CV,cs.CV,materials chemistry,2024-12-20,2024-12-23T21:06:57.000587
Revealing spin-flip two-level systems using ultra-thin film superconducting resonators,"Material disorders are one of the major sources of noise and loss in
solid-state quantum devices, whose behaviors are often modeled as two-level
systems (TLSs) formed by charge tunneling between neighboring sites. However,
the role of their spins in tunneling and its impact on device performance
remain highly unexplored. In this work, employing ultra-thin TiN
superconducting resonators, we reveal anomalous TLS behaviors by demonstrating
an unexpected increase in resonant frequency at low magnetic fields.
Furthermore, a spin-flip TLS model is proposed, in which an effective
spin-orbit coupling is generated by inhomogeneous local magnetic fields from
defect spins. This mechanism mixes charge tunnelings and spin flips,
quantitatively reproducing the observed frequency-field relationship and its
temperature dependence. This work deepens the understanding of spin-dependent
TLS behaviors, offering the possibility of magnetically engineering noise and
loss in solid-state quantum devices.",201,2412.15856v1,cond-mat.mes-hall,"cond-mat.mes-hall,quant-ph",materials chemistry,2024-12-20,2024-12-23T21:06:57.001584
Traffic-Rule-Compliant Trajectory Repair via Satisfiability Modulo Theories and Reachability Analysis,"Complying with traffic rules is challenging for automated vehicles, as
numerous rules need to be considered simultaneously. If a planned trajectory
violates traffic rules, it is common to replan a new trajectory from scratch.
We instead propose a trajectory repair technique to save computation time. By
coupling satisfiability modulo theories with set-based reachability analysis,
we determine if and in what manner the initial trajectory can be repaired.
Experiments in high-fidelity simulators and in the real world demonstrate the
benefits of our proposed approach in various scenarios. Even in complex
environments with intricate rules, we efficiently and reliably repair
rule-violating trajectories, enabling automated vehicles to swiftly resume
legally safe operation in real-time.",146,2412.15837v1,cs.RO,"cs.RO,cs.AI",materials chemistry,2024-12-20,2024-12-23T21:06:57.001584
Efficient Hamiltonian Simulation: A Utility Scale Perspective for Covalent Inhibitor Reactivity Prediction,"Quantum computing applications in the noisy intermediate-scale quantum (NISQ)
era demand algorithms capable of generating shallower circuits that are
feasible to run on today's quantum systems. This is a challenge, particularly
for quantum chemistry applications, considering the inherent complexity of
molecular systems. In this paper, we demonstrate advancements that expand the
size of chemistry problems that can be run on today's quantum systems by
applying hardware-efficient approaches, such as Quantum-Centric Data-Driven
Research and Development (QDDRD), optimized algorithms with reduced circuit
depth, and execute the experiments with middleware-supported quantum error
mitigation. We report up to a 29-fold reduction in circuit depth for covalent
drug molecules, enabling Hamiltonian dynamics for reactivity predictions,
assuming all-to-all connectivity of quantum hardware. When employed on IBMQ's
Heron architecture, we see up to a 16-fold reduction. The overarching impact of
this work is that it highlights promising methods that allow researchers to
explore the dynamics of commercially relevant chemistry on real quantum
hardware via Hamiltonian simulation.",223,2412.15804v1,quant-ph,quant-ph,materials chemistry,2024-12-20,2024-12-23T21:06:57.002582
Elementary theory of Magnetoferrons: bringing magnons and ferrons together in multiferroic systems,"The collective excitations of a multiferroic material are analyzed. We show
that these excitations also exhibit magnetoelectric behavior, leading to the
hybridization of magnons ,oscillations of the magnetization field, and ferrons,
which are oscillations of the electric dipolar density field. We term these
emergent entities 'magnetoferrons', study their main properties, and discuss
their potential applications. Additionally, we provide a phenomenological
framework for these systems, which will be invaluable for describing the
dynamics of the multiferromagnetic state.",129,2412.15796v1,cond-mat.mes-hall,cond-mat.mes-hall,materials chemistry,2024-12-20,2024-12-23T21:06:57.002582
